time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
5890.890431	284.500610	1.136213	0.089306	65
5892.974914	291.843719	1.110373	0.100000	67
5895.059550	276.740234	1.108498	0.100000	69
5897.143953	285.396759	1.117463	0.100000	71
5899.228246	283.881378	1.126488	0.087656	73
5901.312091	283.849884	1.125415	0.087898	75
5903.395383	283.824585	1.124641	0.087966	77
5905.478700	283.852478	1.125214	0.088317	79
5907.561243	285.435944	1.113442	0.100000	81
5909.644022	285.515656	1.111274	0.100000	83
5911.726699	285.632111	1.108275	0.100000	85
5913.810143	272.921082	1.140273	0.100000	87
5915.894813	284.128510	1.121008	0.090550	89
5917.980286	284.066681	1.117413	0.089435	91
5920.067044	289.474518	1.021546	0.100000	93
5922.154020	276.264740	0.932987	0.100000	95
5924.241830	284.472076	1.090937	0.100000	97
5926.329508	283.976471	1.085285	0.100000	99
5928.416269	281.759918	1.092339	0.089517	101
5930.502468	282.907043	1.073613	0.100000	103
5932.587968	283.340485	1.067382	0.100000	105
5934.672520	283.329376	1.067407	0.100000	107
5936.756853	283.179596	1.069234	0.100000	109
5938.840583	283.052460	1.067610	0.100000	111
5940.924406	282.969849	1.066707	0.100000	113
5943.007824	282.888550	1.066231	0.100000	115
5945.091302	282.793152	1.066100	0.100000	117
5947.174090	280.932678	1.082065	0.093197	119
5949.256477	282.987274	1.068819	0.100000	121
5951.337933	283.365143	1.072022	0.100000	123
5953.419330	284.070312	1.074062	0.100000	125
5955.499529	284.423187	1.080624	0.100000	127
